fil,recwgt,status,ID,pbad,w_var01,w_var02,w_var03,w_var04,w_var05,w_var06,w_var07,w_var08,w_var09,w_var10,w_var11,w_var12,w_var13,w_var14,status_log
B,1,G,179,0.2408,5.722,0.125,-0.027,0.513,0.513,1.884,1.986,3.157,-0.081,-0.328,0.198,0.073,1.455,-0.027,G
B,1,G,180,0.2408,0.133,0.125,0.055,-0.804,-0.804,-0.935,-0.944,-0.942,-0.081,-0.328,0.198,0.073,-0.772,-0.027,G
B,1,B,181,0.2408,-0.711,-0.276,-0.027,0.3,0.3,-0.935,-1.084,-0.942,0.807,-0.328,0.198,0.073,0.388,-0.027,B
B,1,G,182,0.2408,-0.531,0.125,-0.043,0.3,0.3,1.002,0.713,1.015,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,183,0.2408,0.352,0.125,0.065,0.3,0.3,1.884,0.079,1.015,0.807,-0.328,0.198,0.073,-0.556,-0.027,G
B,1,B,184,0.2408,-0.491,0.125,0.135,1.558,1.653,-0.935,0.797,-0.942,-0.081,-0.328,0.198,0.073,0.156,1.755,B
B,1,B,185,0.2408,-0.413,-0.686,0.055,0.3,0.3,-0.935,0.713,-0.942,-0.081,-0.328,0.198,0.073,-0.338,-0.027,B
B,1,G,186,0.2408,-0.108,0.125,-0.045,0.513,0.513,-0.935,0.713,-0.942,0.807,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,187,0.2408,-0.491,-0.228,-0.151,-0.804,-0.804,1.002,-1.084,1.015,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,188,0.2408,-0.732,1.003,-0.081,-0.804,-0.804,1.002,1.007,1.015,-0.081,0.948,0.198,0.073,-0.948,-0.027,G
B,1,G,189,0.2408,0.133,0.125,-0.146,-1.375,-1.648,-0.935,-0.944,-1.049,-0.081,0.948,0.198,0.073,-0.948,-0.027,G
B,1,B,190,0.2408,-0.489,-0.164,-0.043,-2.196,-1.648,-0.935,-0.944,-0.942,-0.081,-0.328,0.198,0.073,1.455,-0.027,B
B,1,G,191,0.2408,-0.413,0.125,-0.151,0.3,0.3,1.002,0.797,1.015,0.807,0.948,0.198,0.073,1.532,-0.027,G
B,1,G,192,0.2408,2.074,0.125,-0.094,0.3,0.3,-0.935,0.797,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,193,0.2408,-0.491,-0.276,0.065,-0.804,-0.804,-0.935,0.079,-0.942,0.807,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,194,0.2408,-0.743,0.125,-0.043,0.3,0.3,-0.935,-0.325,-0.942,-0.081,-0.328,0.198,0.073,-0.556,-0.027,G
B,1,G,195,0.2408,-0.491,-0.686,-0.081,-0.804,-0.804,-0.935,-0.325,-0.942,-0.081,-0.328,0.198,0.073,1.532,-0.027,G
B,1,G,196,0.2408,2.074,0.125,-0.051,1.809,1.653,-0.935,0.235,2.078,-0.081,-0.328,0.198,0.073,0.156,1.755,G
B,1,G,197,0.2408,-0.413,0.125,-0.146,0.3,0.3,1.002,0.079,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,198,0.2408,-0.491,-0.686,0.21,-1.375,-1.648,1.884,-1.084,1.015,-0.081,0.948,-2.196,0.073,-0.855,-0.027,B
B,1,B,199,0.2408,-0.108,0.125,-0.081,-1.375,-1.648,-0.935,-0.944,2.078,-0.081,-0.328,-2.196,0.073,0.156,-0.027,B
B,1,G,200,0.2408,2.074,-0.228,0.055,0.513,0.513,1.884,-0.15,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,201,0.2408,0.985,0.125,0.065,-1.375,-1.648,1.884,-0.944,1.015,-0.081,0.948,0.198,-1.184,0.156,-0.027,G
B,1,G,202,0.2408,5.722,1.003,-0.094,0.513,0.513,1.884,1.007,3.157,-0.081,-0.328,0.198,0.073,0.156,-0.505,G
B,1,B,203,0.2408,-0.732,0.125,0.186,-0.804,-0.804,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,0.073,-0.948,-0.027,B
B,1,G,204,0.2408,-0.531,-0.276,0.186,0.3,0.3,1.884,-0.944,1.015,-0.081,0.948,0.198,-1.184,0.156,-0.027,G
B,1,G,205,0.2408,-0.413,-0.164,0.055,0.513,0.513,1.002,0.713,1.545,-0.081,0.948,0.198,0.073,0.92,-0.027,G
B,1,G,206,0.2408,5.722,0.125,-0.081,1.766,1.637,1.884,-0.15,3.157,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,B,207,0.2408,-0.413,0.125,-0.081,-0.804,-0.804,-0.935,1.986,-0.942,0.807,-0.328,-2.196,0.073,0.388,-0.027,B
B,1,G,208,0.2408,-0.108,0.125,0.055,0.513,0.513,1.002,0.079,1.015,-0.081,-0.328,0.198,0.073,-0.772,-0.027,G
B,1,B,209,0.2408,-0.489,-1.378,-0.051,0.513,0.513,-0.935,-0.15,-1.049,-0.081,0.948,-2.196,0.073,0.92,-0.027,B
B,1,G,210,0.2408,5.722,0.125,0.21,1.766,1.637,1.884,-0.15,3.157,-0.081,0.948,0.198,0.073,1.455,-0.027,G
B,1,G,211,0.2408,-0.711,-0.276,-0.094,0.513,0.513,-0.935,0.235,-0.942,0.807,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,212,0.2408,-0.413,0.125,-0.051,0.513,0.513,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,G,213,0.2408,-0.108,0.125,-0.151,0.3,0.3,1.884,-0.15,1.015,0.873,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,214,0.2408,-0.489,0.125,-0.146,0.513,0.513,-0.935,0.079,-0.942,-0.133,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,215,0.2408,-0.732,-1.378,-0.081,1.558,1.653,-0.935,0.797,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,B,216,0.2408,-0.413,0.125,0.065,-0.804,-0.804,1.884,-1.084,1.015,0.807,-0.328,0.198,0.073,-0.772,-0.027,B
B,1,G,217,0.2408,-0.743,0.125,-0.045,-0.042,-0.042,1.002,-0.15,1.015,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,218,0.2408,-0.413,0.125,-0.027,-0.804,-0.804,-0.935,-0.15,-0.942,-0.081,-0.328,0.198,0.073,-0.948,0.208,G
B,1,G,219,0.2408,-0.711,0.125,-0.043,-0.804,-0.804,-0.935,-0.944,-0.942,-0.081,-0.328,0.198,0.073,-0.855,-0.027,G
B,1,G,220,0.2408,2.074,0.125,0.186,1.487,1.653,1.884,0.079,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,221,0.2408,0.133,0.125,-0.051,0.3,0.3,-0.935,1.55,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,222,0.2408,0.094,1.003,-0.075,2.071,1.653,1.002,1.007,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,223,0.2408,0.094,0.125,0.21,0.513,0.513,1.884,1.986,1.015,0.807,-0.328,0.198,-1.184,0.156,-0.027,G
B,1,G,224,0.2408,-0.732,0.125,-0.027,0.513,0.513,-0.935,0.713,-0.942,0.807,-0.328,0.198,0.073,1.532,-0.027,G
B,1,G,225,0.2408,-0.732,-0.276,-0.081,-1.148,1.653,1.884,0.797,1.015,-0.081,0.948,0.198,0.073,0.92,-0.027,G
B,1,G,226,0.2408,5.722,0.125,0.186,0.513,0.513,1.884,-0.15,3.157,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,227,0.2408,-0.489,1.003,0.055,1.487,1.653,1.002,1.007,1.015,0.873,0.948,0.198,0.073,1.455,-0.027,G
B,1,G,228,0.2408,0.094,-0.228,-0.094,0.513,0.513,-0.935,0.882,-0.942,-0.081,-0.328,0.519,0.073,-0.948,-0.027,G
B,1,G,229,0.2408,0.094,0.125,-0.045,-0.109,-0.109,1.215,0.713,1.015,-0.081,0.948,0.198,0.073,1.532,1.987,G
B,1,G,230,0.2408,0.094,0.125,-0.027,0.513,0.513,1.002,0.713,1.015,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,231,0.2408,-0.108,0.125,0.065,1.766,1.637,1.521,0.235,1.015,0.807,-0.328,-2.196,0.073,0.156,-0.027,G
B,1,G,232,0.2408,-0.491,0.125,-0.081,0.513,0.513,1.002,-0.15,1.545,0.807,0.948,0.198,0.073,0.388,-0.027,G
B,1,G,233,0.2408,2.074,0.125,-0.094,0.3,0.3,1.884,0.713,1.015,-0.081,-0.328,0.198,0.073,-0.338,-0.027,G
B,1,G,234,0.2408,0.133,0.125,-0.043,0.3,0.3,1.002,0.079,2.078,1.12,0.948,0.198,0.073,0.156,-0.027,G
B,1,B,235,0.2408,0.985,0.125,0.21,-2.163,-1.648,1.884,-0.944,1.015,-0.081,-0.328,0.198,0.073,-0.855,-0.027,B
B,1,G,236,0.2408,-0.489,-0.164,0.135,0.513,0.513,-0.935,1.986,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,237,0.2408,-0.491,-0.164,-0.094,0.3,0.3,1.884,0.713,1.015,-0.081,0.948,0.198,0.073,0.388,-0.027,G
B,1,B,238,0.2408,-0.491,0.125,-0.027,-0.804,-0.804,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,0.073,-0.948,-0.827,B
B,1,B,239,0.2408,-0.413,-0.276,-0.043,-1.375,-1.648,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,0.073,-0.772,-0.027,B
B,1,G,240,0.2408,2.074,0.125,-0.043,0.513,0.513,1.884,0.235,3.157,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,241,0.2408,-0.491,0.125,-0.045,-0.804,-0.804,-0.935,-0.944,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,G,242,0.2408,-0.491,-0.228,-0.075,0.513,0.513,-0.935,1.986,-1.049,-0.081,0.948,0.198,0.073,1.532,-0.027,G
B,1,G,243,0.2408,2.074,-0.164,0.135,-0.042,-0.042,-0.935,-0.419,-0.942,-0.081,-0.328,0.198,0.073,-0.948,-0.027,G
B,1,G,244,0.2408,5.722,1.003,-0.043,0.3,0.3,1.884,1.007,3.157,-0.081,-0.328,0.198,0.073,1.532,-0.027,G
B,1,G,245,0.2408,-0.413,0.125,-0.027,0.3,0.3,1.002,0.079,1.015,-0.081,-0.328,0.198,-1.184,0.156,-0.027,G
B,1,G,246,0.2408,-0.489,0.125,-0.051,0.513,0.513,-0.935,0.713,-0.942,-0.081,-0.328,0.198,0.073,0.92,-0.054,G
B,1,B,247,0.2408,-0.489,0.125,0.186,0.513,0.513,-0.935,0.713,-0.942,-0.081,-0.328,0.198,0.073,-0.556,-0.027,B
B,1,G,248,0.2408,0.133,0.125,-0.027,0.513,0.513,1.884,1.986,1.015,-0.081,0.948,0.198,0.073,0.92,-0.027,G
B,1,B,249,0.2408,-0.491,0.125,-0.051,-0.042,-0.042,-0.935,-0.325,-0.942,-0.081,-0.328,0.198,-1.184,-0.772,-0.027,B
B,1,G,250,0.2408,-0.711,0.125,-0.151,0.513,0.513,-0.935,0.713,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.054,G
B,1,B,251,0.2408,-0.491,0.125,-0.043,-2.163,-1.648,-0.935,-0.944,-1.049,-0.081,0.948,0.198,0.073,0.156,-0.027,B
B,1,G,252,0.2408,-0.531,0.125,0.065,-0.804,-0.804,-0.935,0.713,-1.049,0.807,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,253,0.2408,-0.489,-0.276,-0.094,1.487,1.653,1.215,1.986,1.545,0.807,0.948,0.198,0.073,0.92,-0.027,G
B,1,G,254,0.2408,5.722,-0.276,0.055,0.3,0.3,1.884,0.713,3.157,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,255,0.2408,-0.489,0.125,0.186,0.3,0.3,1.884,0.235,1.015,-0.081,-0.328,0.198,0.073,1.532,-0.027,G
B,1,B,256,0.2408,-0.531,-0.228,-0.045,0.513,0.513,-0.935,0.882,-0.942,-0.133,-0.328,0.198,0.073,0.156,-0.637,B
B,1,G,257,0.2408,5.722,0.125,-0.043,0.513,0.513,1.884,1.986,3.157,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,258,0.2408,0.133,0.125,-0.027,0.513,0.513,1.521,1.986,1.015,-0.081,0.948,0.198,0.073,0.92,-0.027,G
B,1,G,259,0.2408,-0.711,0.125,-0.075,-0.109,-0.109,1.215,-1.084,1.015,-0.081,0.948,0.198,0.073,-0.556,-0.027,G
B,1,G,260,0.2408,-0.743,0.125,-0.051,1.558,1.653,1.002,0.079,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,261,0.2408,-0.413,0.125,-0.151,-0.804,-0.804,1.002,-0.944,3.157,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,262,0.2408,-0.711,0.125,-0.146,0.513,0.513,-0.935,-0.15,-0.942,-0.081,-0.328,0.198,0.073,-0.772,-0.027,G
B,1,G,263,0.2408,5.722,0.125,0.186,1.766,1.637,1.884,1.986,3.157,-0.081,-0.328,0.198,0.073,1.455,-0.027,G
B,1,G,264,0.2408,-0.489,0.125,-0.151,0.3,0.3,-0.935,-0.15,-0.942,-0.081,-0.328,-2.196,0.073,0.156,-0.027,G
B,1,G,265,0.2408,0.985,0.125,0.065,1.766,1.637,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,266,0.2408,-0.413,-1.378,0.186,0.3,0.3,-0.935,-1.084,-0.942,-0.133,-0.328,0.198,0.073,-0.772,0.34,B
B,1,G,267,0.2408,5.722,1.003,0.106,0.3,0.3,1.884,1.007,3.157,-0.081,-0.328,0.198,0.073,1.532,-0.412,G
B,1,B,268,0.2408,0.094,0.125,0.055,0.513,0.513,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,G,269,0.2408,0.133,0.125,-0.075,-0.804,-0.804,1.884,-0.944,1.015,-0.081,0.948,0.198,0.073,-0.556,-0.027,G
B,1,B,270,0.2408,0.133,0.125,0.106,0.513,0.513,-0.935,0.079,-1.049,-0.081,0.948,0.198,0.073,0.156,-0.027,B
B,1,B,271,0.2408,-0.489,0.125,0.21,0.513,0.513,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,G,272,0.2408,5.722,0.125,-0.075,1.727,1.653,1.884,1.986,3.157,-0.081,-0.328,0.519,0.073,1.532,-0.027,G
B,1,G,273,0.2408,-0.743,-0.228,0.055,-1.375,-1.648,-0.935,0.882,-0.942,-0.081,-0.328,0.519,0.073,-0.772,-0.027,G
B,1,G,274,0.2408,0.985,-0.276,-0.051,-1.375,-1.648,1.884,-0.944,3.157,-0.081,-0.328,0.198,0.073,0.92,-0.027,G
B,1,G,275,0.2408,0.352,0.125,0.21,0.513,0.513,1.002,-0.944,3.157,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,276,0.2408,-0.531,0.125,0.065,0.513,0.513,-0.935,1.55,-0.942,0.807,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,277,0.2408,-0.711,0.125,-0.094,0.3,0.3,-0.935,0.079,-0.942,-0.081,-0.328,-2.196,0.073,0.156,-0.027,B
B,1,G,278,0.2408,-0.108,0.125,-0.075,0.3,0.3,1.884,-1.084,1.015,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,279,0.2408,2.074,0.125,-0.075,0.3,0.3,1.884,-0.325,3.157,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,B,280,0.2408,2.074,0.125,0.135,0.3,0.3,-0.935,0.797,-1.049,-0.081,0.948,-2.196,0.073,-0.556,-0.027,B
B,1,G,281,0.2408,3.341,0.125,0.055,-0.804,-0.804,1.884,-0.944,1.015,-0.081,0.948,0.198,0.073,1.455,-0.406,G
B,1,B,282,0.2408,-0.531,-0.276,-0.146,0.3,0.3,-0.935,0.079,-0.942,-0.081,-0.328,-2.196,0.073,0.156,-0.027,B
B,1,G,283,0.2408,-0.108,0.125,-0.027,-0.042,-0.042,1.002,-0.15,1.545,0.807,0.948,0.198,0.073,-0.556,-0.027,G
B,1,G,284,0.2408,-0.489,0.125,-0.027,-0.804,-0.804,1.002,-0.944,1.015,-0.081,0.948,0.198,0.073,-0.338,-0.027,G
B,1,G,285,0.2408,3.341,0.125,-0.051,0.513,0.513,1.884,1.55,3.157,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,286,0.2408,-0.489,-0.686,0.065,-1.375,-1.648,-0.935,-0.15,-0.942,-0.081,-0.328,-2.196,0.073,0.156,-0.027,B
B,1,B,287,0.2408,-0.491,0.125,0.106,-2.163,-1.648,-0.935,-0.944,-0.942,-0.081,-0.328,0.198,0.073,-0.772,-0.027,B
B,1,G,288,0.2408,-0.743,0.125,-0.027,0.3,0.3,1.002,1.986,1.015,-0.081,-0.328,0.198,0.073,-0.556,-0.027,G
B,1,G,289,0.2408,2.074,0.125,0.065,-0.804,-0.804,1.884,-1.084,1.015,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,290,0.2408,-0.743,0.125,-0.075,1.558,1.653,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,0.156,0.546,G
B,1,G,291,0.2408,-0.413,0.125,-0.051,-0.804,-0.804,-0.935,-0.944,-0.942,-0.081,-0.328,0.198,0.073,-0.556,-0.027,G
B,1,G,292,0.2408,0.133,0.125,-0.081,0.513,0.513,1.002,-0.944,1.015,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,293,0.2408,0.352,-0.276,0.106,-0.804,-0.804,1.884,-0.419,1.015,-0.081,-0.328,0.198,0.073,-0.855,-0.027,G
B,1,G,294,0.2408,3.341,0.125,0.186,0.3,0.3,1.884,-0.15,3.157,-0.081,-0.328,0.198,0.073,-0.556,-0.027,G
B,1,G,295,0.2408,0.985,0.125,0.186,-0.804,-0.804,1.884,-0.325,1.545,0.807,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,296,0.2408,0.094,0.125,-0.043,0.513,0.513,-0.935,0.235,-0.942,-0.081,-0.328,0.198,0.073,1.455,-0.027,G
B,1,G,297,0.2408,-0.413,-1.378,0.21,-0.804,-0.804,1.002,-0.15,1.015,-0.081,0.948,0.198,0.073,-0.772,-0.027,G
B,1,G,298,0.2408,-0.491,1.003,-0.151,-1.375,-1.648,-0.935,1.007,-1.049,-0.133,0.948,-2.196,0.073,0.156,-0.054,G
B,1,G,299,0.2408,2.074,0.125,0.135,0.513,0.513,1.884,0.079,3.157,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,300,0.2408,-0.413,0.125,-0.094,0.513,0.513,1.002,-0.15,1.015,-0.081,-0.328,0.198,0.073,-0.772,-0.027,G
B,1,B,301,0.2408,-0.743,0.125,-0.151,-0.804,-0.804,-0.935,0.713,-0.942,-0.081,-0.328,-2.196,0.073,0.156,-0.027,B
B,1,G,302,0.2408,3.341,0.125,-0.151,0.3,0.3,1.884,1.986,1.015,-0.133,0.948,0.198,0.073,1.532,-0.027,G
B,1,B,303,0.2408,0.133,0.125,0.106,0.513,0.513,-0.935,0.235,-0.942,-0.081,-0.328,0.198,0.073,-0.556,-0.027,B
B,1,B,304,0.2408,-0.732,0.125,0.186,0.513,0.513,-0.935,-0.15,-0.942,-0.081,-0.328,-2.196,0.073,0.156,-0.027,B
B,1,G,305,0.2408,2.074,0.125,-0.045,0.3,0.3,-0.935,0.713,-1.049,-0.133,0.948,0.198,0.073,0.156,0.739,G
B,1,G,306,0.2408,-0.531,0.125,-0.027,0.513,0.513,1.002,0.713,1.015,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,307,0.2408,0.985,0.125,-0.075,-0.042,-0.042,1.884,-0.325,1.015,-0.081,-0.328,0.198,0.073,-0.556,-0.027,G
B,1,G,308,0.2408,-0.711,0.125,0.21,-0.042,-0.042,1.884,-0.944,1.015,-0.081,0.948,0.198,0.073,0.92,-0.027,G
B,1,B,309,0.2408,-0.108,0.125,-0.075,-0.042,-0.042,-0.935,0.713,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,B,310,0.2408,-0.491,-1.378,0.055,0.3,0.3,-0.935,0.882,-0.942,-0.081,-0.328,0.198,0.073,-0.855,-0.027,B
B,1,G,311,0.2408,0.985,0.125,0.21,-0.804,-0.804,1.884,-0.15,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,312,0.2408,-0.108,0.125,-0.151,-1.375,-1.648,-0.935,-1.084,-0.942,-0.133,-0.328,-2.196,0.073,0.92,-0.719,B
B,1,G,313,0.2408,5.722,1.003,0.065,0.3,0.3,1.884,1.007,3.157,0.807,0.948,0.198,0.073,1.532,-0.027,G
B,1,B,314,0.2408,-0.413,-0.228,-0.051,-0.804,-0.804,1.002,-0.944,1.015,0.807,0.948,0.198,0.073,0.156,-0.027,B
B,1,G,315,0.2408,3.341,0.125,-0.051,0.3,0.3,1.884,-0.15,3.157,-0.081,-0.328,0.198,0.073,1.455,-0.027,G
B,1,G,316,0.2408,2.074,0.125,-0.075,0.3,0.3,1.884,0.797,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,317,0.2408,0.094,-0.228,-0.081,0.3,0.3,-0.935,-0.15,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,318,0.2408,3.341,0.125,0.065,1.809,1.653,-0.935,0.797,2.078,-0.081,0.948,0.198,0.073,0.156,1.755,G
B,1,G,319,0.2408,0.352,0.125,0.065,0.3,0.3,1.884,-0.325,1.015,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,320,0.2408,0.094,0.125,-0.094,0.513,0.513,1.215,1.986,1.015,-0.081,0.948,0.198,0.073,1.532,-0.027,G
B,1,G,321,0.2408,-0.491,-0.228,-0.027,0.513,0.513,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,322,0.2408,-0.531,0.125,0.21,0.3,0.3,-0.935,0.079,-0.942,-0.081,-0.328,0.198,-1.184,-0.948,-0.027,G
B,1,G,323,0.2408,-0.108,0.125,-0.075,0.513,0.513,1.002,0.235,1.015,-0.081,-0.328,0.198,0.073,-0.556,-0.027,G
B,1,G,324,0.2408,0.352,0.125,-0.051,1.766,1.637,1.884,-1.084,1.015,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,325,0.2408,0.094,-0.228,-0.027,-1.375,-1.648,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,1.455,-0.027,G
B,1,G,326,0.2408,0.094,-0.228,0.21,0.513,0.513,-0.935,0.882,-0.942,-0.081,-0.328,0.198,0.073,-0.556,-0.027,G
B,1,G,327,0.2408,2.074,1.003,0.106,-0.109,-0.109,1.884,1.007,3.157,0.807,0.948,0.198,0.073,1.455,-0.027,G
B,1,B,328,0.2408,-0.531,0.125,-0.075,0.3,0.3,-0.935,-0.944,-1.049,-0.081,0.948,0.198,-1.184,-0.948,-0.027,B
B,1,G,329,0.2408,-0.489,-0.228,-0.045,0.513,0.513,-0.935,1.55,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,330,0.2408,0.094,0.125,-0.081,0.513,0.513,1.884,0.235,1.015,-0.081,-0.328,0.519,0.073,-0.855,-0.027,G
B,1,G,331,0.2408,-0.491,0.125,-0.051,0.3,0.3,1.884,0.079,1.015,0.807,-0.328,0.198,0.073,-0.556,-0.027,G
B,1,G,332,0.2408,0.985,0.125,0.106,-0.804,-0.804,1.884,0.713,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,333,0.2408,-0.743,0.125,-0.027,-0.109,-0.109,1.884,1.986,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,334,0.2408,-0.732,-0.276,-0.146,1.487,1.653,-0.935,0.713,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,335,0.2408,-0.732,0.125,0.186,0.513,0.513,-0.935,0.235,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,336,0.2408,5.722,0.125,0.135,1.809,1.653,1.884,1.986,2.078,-0.081,-0.328,0.198,0.073,-0.556,1.755,G
B,1,G,337,0.2408,0.352,0.125,-0.146,0.513,0.513,1.884,0.079,2.078,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,338,0.2408,-0.743,0.125,0.21,-1.375,-1.648,1.884,-0.944,1.015,-0.081,-0.328,0.198,0.073,-0.772,-0.027,G
B,1,G,339,0.2408,5.722,0.125,-0.146,0.513,0.513,1.884,-0.15,1.545,0.807,-0.328,0.198,0.073,0.92,1.049,G
B,1,G,340,0.2408,-0.711,0.125,0.135,0.513,0.513,-0.935,1.986,-0.942,0.807,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,341,0.2408,0.985,0.125,-0.146,-0.042,-0.042,1.884,-0.15,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,342,0.2408,-0.413,0.125,0.135,-0.109,-0.109,-0.935,0.079,-0.942,-0.081,-0.328,-2.196,0.073,0.156,-0.027,B
B,1,B,343,0.2408,-0.413,-0.164,-0.043,0.513,0.513,-0.935,-0.419,-0.942,-0.081,-0.328,-2.196,0.073,0.156,-0.027,B
B,1,G,344,0.2408,0.133,0.125,-0.146,0.513,0.513,1.884,0.882,1.015,-0.081,-0.328,0.198,0.073,1.532,-0.027,G
B,1,G,345,0.2408,3.341,-0.164,0.135,0.3,0.3,1.884,-0.419,3.157,0.807,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,346,0.2408,-0.531,-0.228,0.186,-0.804,-0.804,1.884,-0.15,1.015,-0.081,-0.328,0.198,0.073,-0.338,-0.027,G
B,1,G,347,0.2408,0.094,1.003,0.055,1.766,1.637,-0.935,1.007,-0.942,-0.081,-0.328,0.198,0.073,1.455,-0.027,G
B,1,G,348,0.2408,0.352,1.003,-0.151,-0.109,-0.109,1.002,1.007,1.545,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,349,0.2408,-0.489,0.125,-0.146,-0.042,-0.042,1.263,1.986,1.015,-0.081,-0.328,0.198,0.073,1.532,-0.827,G
B,1,G,350,0.2408,0.133,0.125,-0.151,-0.804,-0.804,1.884,-0.944,3.157,-0.081,-0.328,0.198,0.073,1.532,-0.027,G
B,1,B,351,0.2408,0.133,0.125,-0.043,-0.804,-0.804,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,G,352,0.2408,0.985,0.125,-0.075,0.513,0.513,-0.935,1.986,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,353,0.2408,0.133,0.125,-0.043,-0.804,-0.804,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,G,354,0.2408,-0.711,-0.276,-0.045,1.766,1.637,-0.935,0.235,-0.942,-0.081,-0.328,0.198,0.073,0.92,-0.027,G
B,1,B,355,0.2408,-0.489,1.003,0.065,-0.804,-0.804,-0.935,1.007,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,B,356,0.2408,-0.413,-0.686,-0.146,0.513,0.513,-0.935,0.713,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,G,357,0.2408,0.094,0.125,-0.094,1.766,1.637,1.215,1.986,1.545,1.12,-0.328,0.198,0.073,0.156,-0.027,G
